repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
matheusfelipeog/beautiful-docs,https://github.com/matheusfelipeog/beautiful-docs,9451,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
AutoMQ/automq,https://github.com/AutoMQ/automq,9487,systems-programming,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
BYVoid/OpenCC,https://github.com/BYVoid/OpenCC,9472,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
pmndrs/drei,https://github.com/pmndrs/drei,9468,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
sjwhitworth/golearn,https://github.com/sjwhitworth/golearn,9453,machine-learning,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
moesnow/March7thAssistant,https://github.com/moesnow/March7thAssistant,9463,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
iflytek/astron-agent,https://github.com/iflytek/astron-agent,9464,devops,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,partial_repro
rothgar/awesome-tmux,https://github.com/rothgar/awesome-tmux,9448,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,repro_ready
KoljaB/RealtimeSTT,https://github.com/KoljaB/RealtimeSTT,9454,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
resque/resque,https://github.com/resque/resque,9480,utilities,bundler,manual,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
kanboard/kanboard,https://github.com/kanboard/kanboard,9448,web-development,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
MrS0m30n3/youtube-dl-gui,https://github.com/MrS0m30n3/youtube-dl-gui,9447,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
microsoft/vscode-copilot-chat,https://github.com/microsoft/vscode-copilot-chat,9445,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
probot/probot,https://github.com/probot/probot,9444,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
bregman-arie/devops-resources,https://github.com/bregman-arie/devops-resources,9437,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
wpscanteam/wpscan,https://github.com/wpscanteam/wpscan,9450,security,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
dataabc/weiboSpider,https://github.com/dataabc/weiboSpider,9438,utilities,setuptools,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
major/MySQLTuner-perl,https://github.com/major/MySQLTuner-perl,9432,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
bpmn-io/bpmn-js,https://github.com/bpmn-io/bpmn-js,9430,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
oclif/oclif,https://github.com/oclif/oclif,9431,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
uncss/uncss,https://github.com/uncss/uncss,9422,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
rough-stuff/rough-notation,https://github.com/rough-stuff/rough-notation,9431,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
malwaredllc/byob,https://github.com/malwaredllc/byob,9428,security,pip,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
invoiceninja/invoiceninja,https://github.com/invoiceninja/invoiceninja,9530,error,error,error,error,error,error,error
spring-projects/spring-security,https://github.com/spring-projects/spring-security,9434,security,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
vfsfitvnm/ViMusic,https://github.com/vfsfitvnm/ViMusic,9427,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
antfu-collective/vitesse,https://github.com/antfu-collective/vitesse,9421,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
AGWA/git-crypt,https://github.com/AGWA/git-crypt,9421,security,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
pastelsky/bundlephobia,https://github.com/pastelsky/bundlephobia,9444,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
tilt-dev/tilt,https://github.com/tilt-dev/tilt,9423,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
flyway/flyway,https://github.com/flyway/flyway,9524,error,error,error,error,error,error,error
swagger-api/swagger-editor,https://github.com/swagger-api/swagger-editor,9415,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ostris/ai-toolkit,https://github.com/ostris/ai-toolkit,9422,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
MorvanZhou/Reinforcement-learning-with-tensorflow,https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow,9432,education,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
opendigg/awesome-github-wechat-weapp,https://github.com/opendigg/awesome-github-wechat-weapp,9405,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
MiCode/Xiaomi_Kernel_OpenSource,https://github.com/MiCode/Xiaomi_Kernel_OpenSource,9413,systems-programming,make,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
dotnet/yarp,https://github.com/dotnet/yarp,9414,web-development,dotnet,fully_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
phiresky/ripgrep-all,https://github.com/phiresky/ripgrep-all,9431,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
VirusTotal/yara,https://github.com/VirusTotal/yara,9404,security,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
flannel-io/flannel,https://github.com/flannel-io/flannel,9405,systems-programming,go-mod,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
blacklanternsecurity/bbot,https://github.com/blacklanternsecurity/bbot,9411,security,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
toniblyx/my-arsenal-of-aws-security-tools,https://github.com/toniblyx/my-arsenal-of-aws-security-tools,9401,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ChenYilong/iOSInterviewQuestions,https://github.com/ChenYilong/iOSInterviewQuestions,9507,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
YaoFANGUK/video-subtitle-remover,https://github.com/YaoFANGUK/video-subtitle-remover,9510,error,error,error,error,error,error,error
hediet/vscode-drawio,https://github.com/hediet/vscode-drawio,9405,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
sarwarbeing-ai/Agentic_Design_Patterns,https://github.com/sarwarbeing-ai/Agentic_Design_Patterns,9403,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
phpDocumentor/ReflectionDocBlock,https://github.com/phpDocumentor/ReflectionDocBlock,9398,utilities,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
skypilot-org/skypilot,https://github.com/skypilot-org/skypilot,9444,devops,setuptools,semi_automated,cross_platform_generic,explicit_loose,mixed_languages_and_bindings,repro_ready
Justson/AgentWeb,https://github.com/Justson/AgentWeb,9403,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
goplus/xgo,https://github.com/goplus/xgo,9395,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
CodingDocs/awesome-java,https://github.com/CodingDocs/awesome-java,9412,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
blinkospace/blinko,https://github.com/blinkospace/blinko,9396,web-development,none,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
KubeOperator/KubeOperator,https://github.com/KubeOperator/KubeOperator,4998,devops,maven,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
Humanizr/Humanizer,https://github.com/Humanizr/Humanizer,9394,utilities,dotnet,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
NVIDIA/thrust,https://github.com/NVIDIA/thrust,4998,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
vuejs/v2.vuejs.org,https://github.com/vuejs/v2.vuejs.org,4998,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
yrutschle/sslh,https://github.com/yrutschle/sslh,4999,systems-programming,make,semi_automated,specific_os,implicit,single_layer_tool,repro_ready
MoeKoeMusic/MoeKoeMusic,https://github.com/MoeKoeMusic/MoeKoeMusic,4999,utilities,npm,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
arogozhnikov/einops,https://github.com/arogozhnikov/einops,9394,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
fpillet/NSLogger,https://github.com/fpillet/NSLogger,4998,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
yusufkaraaslan/Skill_Seekers,https://github.com/yusufkaraaslan/Skill_Seekers,9395,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
coreutils/coreutils,https://github.com/coreutils/coreutils,4998,utilities,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
deepseek-ai/DeepSeek-V2,https://github.com/deepseek-ai/DeepSeek-V2,4996,machine-learning,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
seriousm4x/UpSnap,https://github.com/seriousm4x/UpSnap,4996,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
timofurrer/awesome-asyncio,https://github.com/timofurrer/awesome-asyncio,4995,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
giggsey/libphonenumber-for-php,https://github.com/giggsey/libphonenumber-for-php,4996,utilities,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
notion-enhancer/notion-enhancer,https://github.com/notion-enhancer/notion-enhancer,4994,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
tidyverse/dplyr,https://github.com/tidyverse/dplyr,4997,data-science,none,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
mgramin/awesome-db-tools,https://github.com/mgramin/awesome-db-tools,4992,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
xiaolin3303/wx-charts,https://github.com/xiaolin3303/wx-charts,4993,mobile-development,npm,semi_automated,specific_os,explicit_loose,multi_layer_toolchains,no_ci_manual_only
lostdesign/webgems,https://github.com/lostdesign/webgems,4995,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
SwiftOldDriver/iOS-Weekly,https://github.com/SwiftOldDriver/iOS-Weekly,4995,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
josephg/ShareJS,https://github.com/josephg/ShareJS,4992,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
polarsource/polar,https://github.com/polarsource/polar,9422,web-development,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
andrewngu/sound-redux,https://github.com/andrewngu/sound-redux,4990,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
tholman/github-corners,https://github.com/tholman/github-corners,4988,web-development,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
KDAB/hotspot,https://github.com/KDAB/hotspot,4989,utilities,cmake,semi_automated,specific_os,implicit,single_layer_tool,repro_ready
hakluke/hakrawler,https://github.com/hakluke/hakrawler,4991,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
syedhali/EZAudio,https://github.com/syedhali/EZAudio,4990,mobile-development,cocoapods,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,4988,utilities,setuptools,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
hickory-dns/hickory-dns,https://github.com/hickory-dns/hickory-dns,4986,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
openexchangerates/accounting.js,https://github.com/openexchangerates/accounting.js,4992,utilities,npm,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
